Source;Compte;Date;Date de valeur;Débit;Crédit;Libellé;Solde;catégorie;Solde initial;Index
N26_01.01.2022_24.11.2024.csv;N26;05/07/2022;05/07/2022;-1099.3;0;Helsana - Payement Facture : 20 467 764 703 - Debit Transfer;-397.5399999999996;B;0;20220705,397
N26_01.01.2022_24.11.2024.csv;N26;05/07/2022;05/07/2022;0;500;M VOGT LEOPAUL - VIR DE M VOGT LEOPAUL VG21851WTT049001 - Credit Transfer;102.46000000000036;X;0;20220705,102
N26_01.01.2022_24.11.2024.csv;N26;19/07/2022;19/07/2022;-4.4;0;AU MOULIN POULAI - - - Presentment (4.4 EUR);98.06000000000027;A;0;20220719,98
N26_01.01.2022_24.11.2024.csv;N26;26/07/2022;26/07/2022;-1.73;0;Selecta AG / PrV - - - Presentment (1.7 CHF);96.33000000000025;A;0;20220726,96
N26_01.01.2022_24.11.2024.csv;N26;27/07/2022;27/07/2022;-1.73;0;Selecta AG / PrV - - - Presentment (1.7 CHF);94.60000000000024;A;0;20220727,94
N26_01.01.2022_24.11.2024.csv;N26;28/07/2022;28/07/2022;-1.75;0;Selecta AG / PrV - - - Presentment (1.7 CHF);92.85000000000024;A;0;20220728,92
N26_01.01.2022_24.11.2024.csv;N26;28/07/2022;28/07/2022;-0.92;0;Selecta AG / PrV - - - Presentment (0.9 CHF);91.93000000000016;A;0;20220728,91
N26_01.01.2022_24.11.2024.csv;N26;29/07/2022;29/07/2022;-0.92;0;Selecta AG / PrV - - - Presentment (0.9 CHF);90.09000000000002;A;0;20220729,90
N26_01.01.2022_24.11.2024.csv;N26;30/07/2022;30/07/2022;-1.75;0;Selecta AG / PrV - - - Presentment (1.7 CHF);87.41999999999994;A;0;20220730,87
N26_01.01.2022_24.11.2024.csv;N26;30/07/2022;30/07/2022;-0.93;0;Selecta AG / PrV - - - Presentment (0.9 CHF);86.48999999999988;A;0;20220730,86
N26_01.01.2022_24.11.2024.csv;N26;03/08/2022;03/08/2022;-0.93;0;Selecta AG / PrV - - - Presentment (0.9 CHF);85.55999999999982;A;0;20220803,85
N26_01.01.2022_24.11.2024.csv;N26;04/08/2022;04/08/2022;-0.93;0;Selecta AG / PrV - - - Presentment (0.9 CHF);84.62999999999975;A;0;20220804,84
N26_01.01.2022_24.11.2024.csv;N26;05/08/2022;05/08/2022;-0.93;0;Selecta AG / PrV - - - Presentment (0.9 CHF);83.69999999999969;A;0;20220805,83
N26_01.01.2022_24.11.2024.csv;N26;05/08/2022;05/08/2022;-1.75;0;Selecta AG / PrV - - - Presentment (1.7 CHF);81.94999999999969;A;0;20220805,81
N26_01.01.2022_24.11.2024.csv;N26;06/08/2022;06/08/2022;-0.92;0;Selecta AG / PrV - - - Presentment (0.9 CHF);81.02999999999962;A;0;20220806,81
N26_01.01.2022_24.11.2024.csv;N26;11/08/2022;11/08/2022;-0.93;0;Selecta AG / PrV - - - Presentment (0.9 CHF);80.09999999999955;A;0;20220811,80
N26_01.01.2022_24.11.2024.csv;N26;11/08/2022;11/08/2022;-1.75;0;Selecta AG / PrV - - - Presentment (1.7 CHF);78.34999999999955;A;0;20220811,78
N26_01.01.2022_24.11.2024.csv;N26;12/08/2022;12/08/2022;-0.93;0;Selecta AG / PrV - - - Presentment (0.9 CHF);77.41999999999949;A;0;20220812,77
N26_01.01.2022_24.11.2024.csv;N26;14/08/2022;14/08/2022;-14.6;0;APRR NFC - - - Presentment (14.6 EUR);61.88999999999952;T;0;20220814,61
N26_01.01.2022_24.11.2024.csv;N26;14/08/2022;14/08/2022;-2.9;0;APRR NFC - - - Presentment (2.9 EUR);58.98999999999943;T;0;20220814,58
N26_01.01.2022_24.11.2024.csv;N26;21/08/2022;21/08/2022;0;200;M LEOPAUL VOGT - VIR DE M VOGT LEOPAUL - Credit Transfer;258.98999999999944;X;0;20220821,258
N26_01.01.2022_24.11.2024.csv;N26;22/08/2022;22/08/2022;-6.6;0;APRR - - - Presentment (6.6 EUR);252.38999999999953;T;0;20220822,252
N26_01.01.2022_24.11.2024.csv;N26;22/08/2022;22/08/2022;-3.3;0;APRR NFC - - - Presentment (3.3 EUR);249.08999999999958;T;0;20220822,249
N26_01.01.2022_24.11.2024.csv;N26;22/08/2022;22/08/2022;-1.54;0;CASINO LONS SAUN - - - Presentment (1.54 EUR);247.5499999999996;A;0;20220822,247
N26_01.01.2022_24.11.2024.csv;N26;23/08/2022;23/08/2022;-7.1;0;HRC37710ESSO - - - Presentment (7.1 EUR);240.4499999999997;A;0;20220823,240
N26_01.01.2022_24.11.2024.csv;N26;23/08/2022;23/08/2022;-13;0;AUTOROUTES DU S - - - Presentment (13.0 EUR);227.4499999999997;T;0;20220823,227
N26_01.01.2022_24.11.2024.csv;N26;24/08/2022;24/08/2022;-10.7;0;AUTOROUTES DU S - - - Presentment (10.7 EUR);216.74999999999966;T;0;20220824,216
N26_01.01.2022_24.11.2024.csv;N26;24/08/2022;24/08/2022;-20.5;0;AUTOROUTES DU S - - - Presentment (20.5 EUR);196.24999999999966;T;0;20220824,196
N26_01.01.2022_24.11.2024.csv;N26;24/08/2022;24/08/2022;-8;0;AUTOROUTES DU S - - - Presentment (8.0 EUR);188.24999999999966;T;0;20220824,188
N26_01.01.2022_24.11.2024.csv;N26;24/08/2022;24/08/2022;-15.5;0;AVIA - - - Presentment (15.5 EUR);172.74999999999966;W;0;20220824,172
N26_01.01.2022_24.11.2024.csv;N26;24/08/2022;24/08/2022;-2.5;0;AUTOROUTES DU S - - - Presentment (2.5 EUR);170.24999999999966;T;0;20220824,170
N26_01.01.2022_24.11.2024.csv;N26;25/08/2022;25/08/2022;-29;0;CHEZ MARIUS    3121560 - - - Presentment (29.0 EUR);141.24999999999966;R;0;20220825,141
N26_01.01.2022_24.11.2024.csv;N26;25/08/2022;25/08/2022;-9;0;O DELICES DE LA - - - Presentment (9.0 EUR);132.24999999999966;A;0;20220825,132
N26_01.01.2022_24.11.2024.csv;N26;27/08/2022;27/08/2022;-8.3;0;FOURNIL AUTHENTIQUE - - - Presentment (8.3 EUR);123.94999999999969;V;0;20220827,123
N26_01.01.2022_24.11.2024.csv;N26;27/08/2022;27/08/2022;-4.2;0;ARMALOU - - - Presentment (4.2 EUR);119.74999999999964;A;0;20220827,119
N26_01.01.2022_24.11.2024.csv;N26;27/08/2022;27/08/2022;-14.5;0;MAISON GAMBETTA - - - Presentment (14.5 EUR);105.24999999999964;A;0;20220827,105
N26_01.01.2022_24.11.2024.csv;N26;27/08/2022;27/08/2022;0;200;M LEOPAUL VOGT - VIR DE M VOGT LEOPAUL - Credit Transfer;305.24999999999966;X;0;20220827,305
N26_01.01.2022_24.11.2024.csv;N26;28/08/2022;28/08/2022;-3.5;0;O SORBET D AMOUR - - - Presentment (3.5 EUR);301.74999999999966;V;0;20220828,301
N26_01.01.2022_24.11.2024.csv;N26;28/08/2022;28/08/2022;-7.9;0;O SORBET D AMOUR - - - Presentment (7.9 EUR);293.84999999999957;V;0;20220828,293
N26_01.01.2022_24.11.2024.csv;N26;29/08/2022;29/08/2022;-120.5;0;LE PINASSE CAFE - - - Presentment (120.5 EUR);173.3499999999998;A;0;20220829,173
N26_01.01.2022_24.11.2024.csv;N26;30/08/2022;30/08/2022;-9.6;0;SAS CLABIS - - - Presentment (9.6 EUR);163.7499999999999;V;0;20220830,163
N26_01.01.2022_24.11.2024.csv;N26;30/08/2022;30/08/2022;-21.2;0;FOURNIL AUTHENTIQUE - - - Presentment (21.2 EUR);142.55000000000007;V;0;20220830,142
N26_01.01.2022_24.11.2024.csv;N26;31/08/2022;31/08/2022;-3.19;0;CARREFOUR CITY 3112846 - - - Presentment (3.19 EUR);139.36;A;0;20220831,139
N26_01.01.2022_24.11.2024.csv;N26;01/09/2022;01/09/2022;-8.4;0;GLACE - - - Presentment (8.4 EUR);130.95999999999992;R;0;20220901,130
N26_01.01.2022_24.11.2024.csv;N26;01/09/2022;01/09/2022;-9.8;0;STARBUCKS - - - Presentment (9.8 EUR);121.15999999999973;R;0;20220901,121
N26_01.01.2022_24.11.2024.csv;N26;02/09/2022;02/09/2022;-20.5;0;APRR NFC - - - Presentment (20.5 EUR);100.65999999999973;T;0;20220902,100
N26_01.01.2022_24.11.2024.csv;N26;03/09/2022;03/09/2022;-10.7;0;AUTOROUTES DU S - - - Presentment (10.7 EUR);89.95999999999991;T;0;20220903,89
N26_01.01.2022_24.11.2024.csv;N26;03/09/2022;03/09/2022;-2.5;0;AUTOROUTES DU S - - - Presentment (2.5 EUR);87.45999999999991;T;0;20220903,87
N26_01.01.2022_24.11.2024.csv;N26;03/09/2022;03/09/2022;-8;0;AUTOROUTES DU S - - - Presentment (8.0 EUR);79.45999999999991;T;0;20220903,79
N26_01.01.2022_24.11.2024.csv;N26;05/09/2022;05/09/2022;-8.85;0;AU MOULIN POULAI - - - Presentment (8.85 EUR);70.61;A;0;20220905,70
N26_01.01.2022_24.11.2024.csv;N26;06/09/2022;06/09/2022;-0.92;0;Selecta AG / PrV - - - Presentment (0.9 CHF);69.68999999999993;A;0;20220906,69
N26_01.01.2022_24.11.2024.csv;N26;13/09/2022;13/09/2022;-13.96;0;Coop TS Allschwil - - - Presentment (13.45 CHF);55.72999999999989;A;0;20220913,55
N26_01.01.2022_24.11.2024.csv;N26;15/09/2022;15/09/2022;-53.79;0;Helsana - facture 20 467 764 703  - Debit Transfer;1.9399999999999267;B;0;20220915,1
N26_01.01.2022_24.11.2024.csv;N26;15/09/2022;15/09/2022;0;200;M VOGT LEOPAUL - VIR DE M VOGT LEOPAUL - Credit Transfer;201.93999999999994;X;0;20220915,201
N26_01.01.2022_24.11.2024.csv;N26;15/09/2022;15/09/2022;0;43;M LEOPAUL VOGT - VIR DE M VOGT LEOPAUL - Credit Transfer;244.93999999999994;X;0;20220915,244
N26_01.01.2022_24.11.2024.csv;N26;16/09/2022;16/09/2022;-18.16;0;Coop TS Allschwil - - - Presentment (17.4 CHF);226.7800000000001;A;0;20220916,226
N26_01.01.2022_24.11.2024.csv;N26;24/09/2022;24/09/2022;-8.36;0;Selecta AG / PrV - - - Presentment (7.95 CHF);218.41999999999996;A;0;20220924,218
N26_01.01.2022_24.11.2024.csv;N26;29/09/2022;29/09/2022;-14.75;0;Piadina Bar - - - Presentment (14.0 CHF);203.66999999999996;A;0;20220929,203
N26_01.01.2022_24.11.2024.csv;N26;29/09/2022;29/09/2022;-6.85;0;Sygama SA - - - Presentment (6.5 CHF);196.82000000000005;R;0;20220929,196
N26_01.01.2022_24.11.2024.csv;N26;29/09/2022;29/09/2022;-0.95;0;Selecta AG / PrV - - - Presentment (0.9 CHF);195.87000000000023;A;0;20220929,195
N26_01.01.2022_24.11.2024.csv;N26;29/09/2022;29/09/2022;-16.86;0;Piadina Bar - - - Presentment (16.0 CHF);179.0100000000001;A;0;20220929,179
N26_01.01.2022_24.11.2024.csv;N26;29/09/2022;29/09/2022;-5.27;0;Selecta AG / PrV - - - Presentment (5.0 CHF);173.74000000000012;A;0;20220929,173
N26_01.01.2022_24.11.2024.csv;N26;30/09/2022;30/09/2022;-2.33;0;Selecta AG / PrV - - - Presentment (2.2 CHF);171.4100000000002;A;0;20220930,171
N26_01.01.2022_24.11.2024.csv;N26;03/10/2022;03/10/2022;-22.48;0;E.LECLERC - - - Presentment (22.48 EUR);148.93000000000018;A;0;20221003,148
N26_01.01.2022_24.11.2024.csv;N26;03/10/2022;03/10/2022;0;1140;M VOGT LEOPAUL - PAYEMENT VOITURE SERVICE - Credit Transfer;1288.93;X;0;20221003,1288
N26_01.01.2022_24.11.2024.csv;N26;04/10/2022;04/10/2022;-1144.19;0;GERBER AUTOMOBILE GMBH - - - Presentment (1092.5 CHF);144.74000000000012;T;0;20221004,144
N26_01.01.2022_24.11.2024.csv;N26;05/10/2022;05/10/2022;-0.93;0;Selecta AG / PrV - - - Presentment (0.9 CHF);143.8100000000003;A;0;20221005,143
N26_01.01.2022_24.11.2024.csv;N26;19/10/2022;19/10/2022;-0.92;0;Selecta AG / PrV - - - Presentment (0.9 CHF);142.8900000000002;A;0;20221019,142
N26_01.01.2022_24.11.2024.csv;N26;20/10/2022;20/10/2022;-2.56;0;Selecta AG / PrV - - - Presentment (2.5 CHF);140.33000000000027;A;0;20221020,140
N26_01.01.2022_24.11.2024.csv;N26;20/10/2022;20/10/2022;-0.92;0;Selecta AG / PrV - - - Presentment (0.9 CHF);139.4100000000002;A;0;20221020,139
N26_01.01.2022_24.11.2024.csv;N26;22/10/2022;22/10/2022;-1.63;0;Selecta AG / PrV - - - Presentment (1.6 CHF);136.86;A;0;20221022,136
N26_01.01.2022_24.11.2024.csv;N26;22/10/2022;22/10/2022;-0.92;0;Selecta AG / PrV - - - Presentment (0.9 CHF);135.93999999999994;A;0;20221022,135
N26_01.01.2022_24.11.2024.csv;N26;24/10/2022;24/10/2022;-4.3;0;PARK ST NICOLAS - - - Presentment (4.3 EUR);130.7199999999997;D;0;20221024,130
